pid	toefl	gre	undergra_major	undergra_grade	school	degree	major	apply_result
90	104.0	319.0	English education	3.66	University of WisconsinMadison	ms	Masters in Curriculum Studies  Global Studies Department of Curriculum and Instruction	ad
91	97.0	312.0	Offshore oil and gas engineering	3.32	The Pennsylvania State University	ms	Petroleum Engineering	ad
91	97.0	312.0	Offshore oil and gas engineering	3.32	University of Pittsburgh	ms	Petroleum Engineering	ad
91	97.0	312.0	Offshore oil and gas engineering	3.32	University of Tulsa	ms	Petroleum Engineering	ad
92	96.0	316.0	City planning	2.8	Columbia University	msaud	ARCHITECTURE AND URBAN DESIGN	ad
92	96.0	316.0	City planning	2.8	Harvard University	ma	Architecture 3YEAR	reject
92	96.0	316.0	City planning	2.8	University of Pennsylvania	ma	Architecture	reject
92	96.0	316.0	City planning	2.8	Massachusetts Institute of Technology	smarchs	SMARCHS	reject
93	100.0	318.0	Material Processing and Control Engineering	3.44	University of Arizona	phd	Mechanical Engineering	offer
93	100.0	318.0	Material Processing and Control Engineering	3.44	Worcester Polytechnic Institute	phd	Mechanical Engineering	offer
93	100.0	318.0	Material Processing and Control Engineering	3.44	University of Kansas	phd	Mechanical Engineering	offer
93	100.0	318.0	Material Processing and Control Engineering	3.44	North Carolina State University	phd	Mechanical Engineering	offer
93	100.0	318.0	Material Processing and Control Engineering	3.44	University of Kentucky	phd	Mechanical Engineering	offer
93	100.0	318.0	Material Processing and Control Engineering	3.44	University of Pittsburgh	phd	Mechanical Engineering	offer
93	100.0	318.0	Material Processing and Control Engineering	3.44	University of Minnesota  Twin Cities	phd	Materials Engineering	ad
93	100.0	318.0	Material Processing and Control Engineering	3.44	University of Rochester	phd	Mechanical Engineering	ad
93	100.0	318.0	Material Processing and Control Engineering	3.44	University of Waterloo	phd	Mechanical Engineering	offer
93	100.0	318.0	Material Processing and Control Engineering	3.44	University of Alberta	phd	Mechanical Engineering	offer
93	100.0	318.0	Material Processing and Control Engineering	3.44	University of Ottawa	phd	Mechanical Engineering	reject
93	100.0	318.0	Material Processing and Control Engineering	3.44	University of Missouri	phd	Mechanical Engineering	reject
93	100.0	318.0	Material Processing and Control Engineering	3.44	The University of New South Wales	phd	Mechanical Engineering	offer
93	100.0	318.0	Material Processing and Control Engineering	3.44	The University of Sheffield	phd	Mechanical Engineering	offer
93	100.0	318.0	Material Processing and Control Engineering	3.44	University of Calgary	phd	Mechanical Engineering	reject
93	100.0	318.0	Material Processing and Control Engineering	3.44	RWTH Aachen University	phd	Mechanical Engineering	offer
94	110.0	318.0	English	3.52	University of Pennsylvania	ma	TESOL	ad
95	110.0	328.0	finance	3.7	Duke University	ms	MQFE	reject
95	110.0	328.0	finance	3.7	Boston University	ma	Economics and Econometrics	ad
95	110.0	328.0	finance	3.7	Duke University	ma	Economics and Econometrics	reject
95	110.0	328.0	finance	3.7	University of Chicago	ma	MACSS	reject
95	110.0	328.0	finance	3.7	University of Chicago	ma	MAPSS	reject
95	110.0	328.0	finance	3.7	Cornell University	ms	Applied Economics and Management	reject
95	110.0	328.0	finance	3.7	University of California  Los Angeles	ms	Economics and Econometrics	ad
95	110.0	328.0	finance	3.7	University of Cambridge	mphil	Real Estate	reject
95	110.0	328.0	finance	3.7	Yale University	ma	Economic Development	reject
95	110.0	328.0	finance	3.7	University of Oxford	ms	Economic Development	reject
95	110.0	328.0	finance	3.7	Columbia University	ma	Economics and Econometrics	reject
95	110.0	328.0	finance	3.7	Columbia University	ma	QMSS	reject
95	110.0	328.0	finance	3.7	University of Southern California	ma	Economics and Econometrics	ad
95	110.0	328.0	finance	3.7	New York University	ma	Economics and Econometrics	reject
96	100.0	316.0	Materials Science and Engineering	3.34	Worcester Polytechnic Institute	ms	Materials Engineering	ad
97	104.0	327.0	material chemistry	3.528	University of California  San Diego	phd	nanoengineering	reject
98	99.0	318.0	material	3.44	Carnegie Mellon University	ma	Materials Science	offer
99	109.0	321.0	Biology	3.83	University of Washington	ms	Epidemiology	reject
99	109.0	321.0	Biology	3.83	Tulane University	ms	Epidemiology	ad
99	109.0	321.0	Biology	3.83	University of Michigan  Ann Arbor	mph	Epidemiology	ad
99	109.0	321.0	Biology	3.83	Boston University	mph	Epidemiology	ad
99	109.0	321.0	Biology	3.83	Emory University	mph	Epidemiology	ad
99	109.0	321.0	Biology	3.83	University of California  Los Angeles	ms	Epidemiology	ad
99	109.0	321.0	Biology	3.83	University of Pittsburgh	ms	Epidemiology	ad
99	109.0	321.0	Biology	3.83	Johns Hopkins University	mhs	Epidemiology	ad
100	90.0	313.0	Biological Engineering	3.15	New York University	ms	Biotechnology	ad
100	90.0	313.0	Biological Engineering	3.15	Georgetown University	ms	Biotechnology	ad
100	90.0	313.0	Biological Engineering	3.15	Northeastern University	ms	Biotechnology	ad
101	104.0	319.0	translation	3.66	University of Pittsburgh	ma	TESOL	ad
101	104.0	319.0	translation	3.66	University of Virginia	ma	Curriculum and Teaching	reject
102	109.0	329.0	International business	3.9	Duke University	ma	Economic Development	ad
102	109.0	329.0	International business	3.9	Boston University	ma	Economic Development	ad
102	109.0	329.0	International business	3.9	University of Illinois at UrbanaChampaign	ms	Managerial Economics	ad
103	107.0	329.0	Mechanical engineering	3.4	University of California  San Diego	meng	Mechanical Engineering	ad
103	107.0	329.0	Mechanical engineering	3.4	University of Washington	meng	Mechanical Engineering	ad
103	107.0	329.0	Mechanical engineering	3.4	Washington University in St Louis	meng	Mechanical Engineering	ad
104	107.0	311.0	electric	3.8	University of Pennsylvania	ma	Electrical and Electronics Engineering	ad
105	91.0	323.0	Chemistry	3.55	Temple University	phd	Chemistry	offer
106	93.0	323.0	accounting	3.6	Arizona State University	ms	business analytics	offer
107	105.0	320.0	English	3.48	University of Pennsylvania	med	TESOL	ad
107	105.0	320.0	English	3.48	Vanderbilt University	ma	English Language Studies	ad
109	108.0	327.0	Resource and environmental science	3.53	University of Washington	mpa	Public Administration  environmental policy and management	ad
109	108.0	327.0	Resource and environmental science	3.53	University of Pennsylvania	ms	Environmental Studies	ad
109	108.0	327.0	Resource and environmental science	3.53	Rice University	ms	Environmental Analysis and Decision Making	ad
109	108.0	327.0	Resource and environmental science	3.53	Duke University	ms	Environmental Management	offer
109	108.0	327.0	Resource and environmental science	3.53	Yale University	ms	Environmental Management	reject
109	108.0	327.0	Resource and environmental science	3.53	Duke University	mpp	Public Policy  environment and energy	ad
109	108.0	327.0	Resource and environmental science	3.53	Cornell University	mpa	Public Administration	ad
109	108.0	327.0	Resource and environmental science	3.53	Carnegie Mellon University	ms	MSPPM	ad
110	82.0	316.0	Electrical Engineering and Automation	3.38	The University of Manchester	ms	advanced electrical engineering	offer
110	82.0	316.0	Electrical Engineering and Automation	3.38	University of Birmingham	ms	advanced electrical engineering	offer
110	82.0	316.0	Electrical Engineering and Automation	3.38	University College London	ms	ESDA	offer
110	82.0	316.0	Electrical Engineering and Automation	3.38	Syracuse University	ms	Electrical Engineering	offer
110	82.0	316.0	Electrical Engineering and Automation	3.38	Ohio State University	ms	Electrical Engineering	offer
111	80.0	320.0	Over control	3.3	Northeastern University	ma	Chemical Engineering	offer
112	103.0	320.0	economics	3.468	University of Illinois at UrbanaChampaign	ms	Economic Development	ad
112	103.0	320.0	economics	3.468	Tufts University	ms	Economics and Econometrics	reject
112	103.0	320.0	economics	3.468	University of Minnesota  Twin Cities	ms	Economics and Econometrics	reject
112	103.0	320.0	economics	3.468	University of Wisconsin	ms	Economics and Econometrics	ad
112	103.0	320.0	economics	3.468	Boston University	ma	Economics and Econometrics	ad
112	103.0	320.0	economics	3.468	University of Southern California	ma	Economics and Econometrics	reject
112	103.0	320.0	economics	3.468	University of British Columbia	ma	Economics and Econometrics	reject
112	103.0	320.0	economics	3.468	Wilfrid Laurier University	ma	Economics and Econometrics	ad
112	103.0	320.0	economics	3.468	McGill University	ma	Economics and Econometrics	reject
112	103.0	320.0	economics	3.468	University of Toronto	ma	Economics and Econometrics	reject
113	100.0	319.0	architecture	3.6	Harvard University	ma	Landscape Architecture	offer
113	100.0	319.0	architecture	3.6	Cornell University	ma	Architecture	offer
113	100.0	319.0	architecture	3.6	Rhode Island School of Design	ma	Architecture	ad
114	102.0	323.0	Material forming and control	3.38	Southern Methodist University	ms	Applied Statistics and Data Analytics	ad
114	102.0	323.0	Material forming and control	3.38	Georgetown University	ms	Analytics	ad
114	102.0	323.0	Material forming and control	3.38	University of Virginia	ms	statistics	ad
114	102.0	323.0	Material forming and control	3.38	Columbia University	ma	hybrid Statistics	ad
115	101.0	153.0	statistics	3.74	University of California  Davis	phd	Statistics	ad
116	103.0	328.0	BEng Industrial Design	3.8	University of Michigan  Ann Arbor	ms	Design Science	ad
116	103.0	328.0	BEng Industrial Design	3.8	The New School	ms	Strategic design and management	ad
116	103.0	328.0	BEng Industrial Design	3.8	Northwestern University	ms	Engineering Design Innovation	ad
117	108.0	320.0	Preventive Medicine	3.96	Emory University	ms	Biostatistics	reject
117	108.0	320.0	Preventive Medicine	3.96	University of Illinois at Chicago	ms	Biostatistics	ad
117	108.0	320.0	Preventive Medicine	3.96	University of Pittsburgh	ms	Biostatistics	ad
117	108.0	320.0	Preventive Medicine	3.96	University of Iowa	ms	Biostatistics	reject
117	108.0	320.0	Preventive Medicine	3.96	University of California  Los Angeles	ms	Biostatistics	reject
118	101.0	309.0	Electrical Engineering and Automation	3.0	University of Southern California	march	Architecture	offer
118	101.0	309.0	Electrical Engineering and Automation	3.0	Columbia University	march	Architecture	reject
119	84.0	316.0	Software engineering	3.32	SUNY University at Buffalo	ms	Computer Science	ad
119	84.0	316.0	Software engineering	3.32	University of Florida	ms	Computer Science	reject
119	84.0	316.0	Software engineering	3.32		ms	Computer Science	reject
120	107.0	321.0	international economy and trading	3.76	Georgetown University	ms	Economics	offer
120	107.0	321.0	international economy and trading	3.76	Boston University	ma	economic policy	ad
120	107.0	321.0	international economy and trading	3.76	University of Southern California	ma	economics	ad
120	107.0	321.0	international economy and trading	3.76	Brandeis University	ma	international economics and finance	ad
121	98.0	310.0	City management	3.3136	University of California  Irvine	meng	Environmental Engineering	ad
121	98.0	310.0	City management	3.3136	University of California  Davis	meng	Environmental Engineering	reject
122	102.0	321.0	human resource Management	3.44	Syracuse University	ma	Public Relations	ad
122	102.0	321.0	human resource Management	3.44	University of California  San Diego	ma	Public Policy	ad
122	102.0	321.0	human resource Management	3.44	Boston University	ma	Public Relations	ad
122	102.0	321.0	human resource Management	3.44	Georgetown University	ma	Public Policy Analysis	reject
122	102.0	321.0	human resource Management	3.44	George Washington University	ms	Public Policy Analysis	reject
122	102.0	321.0	human resource Management	3.44	University of Southern California	ms	Public Relations	reject
122	102.0	321.0	human resource Management	3.44	New York University	ma	mediacultureand communication	reject
122	102.0	321.0	human resource Management	3.44	University of Pennsylvania	ma	Public Policy Analysis	reject
123	97.0	319.0	Biological Engineering	3.64	Texas AM University	phd	Biology	reject
124	103.0	324.0	Second professional economics	3.57	Cornell University	ms	Agricultural Economics	reject
124	103.0	324.0	Second professional economics	3.57	Michigan State University	phd	Agricultural Economics	reject
125	109.0	329.0	New energy materials and devices	3.532	University of California  San Diego	ms	Chemical Engineering	ad
125	109.0	329.0	New energy materials and devices	3.532	University of Florida	ms	Chemical Engineering	ad
125	109.0	329.0	New energy materials and devices	3.532	University of California  San Diego	phd	Materials Science	ad
125	109.0	329.0	New energy materials and devices	3.532	Ohio State University	phd	Chemistry	reject
126	95.0	320.0	Business	3.36	Stevens Institute of Technology	bsc	business intelligence  analytics	ad
126	95.0	320.0	Business	3.36	University of Denver	bsc	business analytics	ad
127	105.0	315.0	English literature	3.72	Boston University	ma	Emerging Media Studies	ad
127	105.0	315.0	English literature	3.72	Syracuse University	ma	Magazine newspaper online journalism	ad
127	105.0	315.0	English literature	3.72	New York University	ma	Studio 20 Digital First	ad
127	105.0	315.0	English literature	3.72	The City University of New YorkCUNY	ma	Journalism	ad
128	98.0	323.0	mechanical engineering and automation	3.48	University of Michigan  Ann Arbor	ms	Mechanical Engineering	ad
129	96.0	315.0	Photoelectric information engineering	3.49	Washington University in St Louis	ms	Electrical and Electronics Engineering	ad
129	96.0	315.0	Photoelectric information engineering	3.49	University of Rochester	ms	Electrical and Electronics Engineering	ad
129	96.0	315.0	Photoelectric information engineering	3.49	University of Florida	ms	Electrical and Electronics Engineering	ad
129	96.0	315.0	Photoelectric information engineering	3.49	Case Western Reserve University	ms	Electrical and Electronics Engineering	ad
130	90.0	308.0	Logic, minor in exhibition management	3.36	University of Illinois at UrbanaChampaign	mspe	Economics and Econometrics	ad
130	90.0	308.0	Logic, minor in exhibition management	3.36	Northeastern University	ma	Economics and Econometrics	ad
130	90.0	308.0	Logic, minor in exhibition management	3.36	SUNY Binghamton University	ma	Economics and Econometrics	ad
131	82.0	315.0	Environmental science	3.29	Illinois Institute of Technology	ms	Environmental Management and Sustainability	ad
